Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,15,10,435,197,8,3,643
Kamis,15,20,524,212,15,1,752
Kamis,15,30,507,204,6,2,719
Kamis,15,40,502,180,9,2,693
Kamis,15,50,572,203,13,3,791
Kamis,15,60,546,198,6,2,752
