Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,16,10,104,181,4,1,290
Minggu,16,20,318,163,2,1,484
Minggu,16,30,380,156,1,0,537
Minggu,16,40,370,187,3,2,562
Minggu,16,50,129,193,5,3,330
Minggu,16,60,20,132,1,0,153
