Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Senin,7,10,495,111,7,0,613
Senin,7,20,452,148,8,1,609
Senin,7,30,325,150,8,3,486
Senin,7,40,320,146,9,1,476
Senin,7,50,451,159,8,2,620
Senin,7,60,450,158,10,3,621
