Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Selasa,6,10,241,67,5,1,314
Selasa,6,20,345,108,6,1,460
Selasa,6,30,330,85,3,1,419
Selasa,6,40,376,116,5,1,498
Selasa,6,50,392,116,6,3,517
Selasa,6,60,480,112,3,1,596
