Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Selasa,15,10,380,183,14,2,579
Selasa,15,20,473,201,8,4,686
Selasa,15,30,541,229,5,3,778
Selasa,15,40,530,205,6,3,744
Selasa,15,50,447,221,8,3,679
Selasa,15,60,536,268,2,5,811
