Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,6,10,307,79,4,1,391
Jumat,6,20,395,106,5,2,508
Jumat,6,30,461,105,6,2,574
Jumat,6,40,517,127,5,3,652
Jumat,6,50,451,116,6,2,575
Jumat,6,60,512,129,6,1,648
