Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Sabtu,16,10,719,271,8,3,1001
Sabtu,16,20,688,263,4,7,962
Sabtu,16,30,637,236,4,3,880
Sabtu,16,40,812,216,4,5,1037
Sabtu,16,50,629,249,6,1,885
Sabtu,16,60,545,237,3,1,786
