Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Selasa,18,10,21,68,0,0,89
Selasa,18,20,10,69,1,0,80
Selasa,18,30,13,67,0,0,80
Selasa,18,40,20,76,0,0,96
Selasa,18,50,23,79,0,0,102
Selasa,18,60,13,82,0,0,95
