Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Senin,16,10,478,166,9,2,655
Senin,16,20,534,205,7,1,747
Senin,16,30,570,197,8,0,775
Senin,16,40,515,218,2,3,738
Senin,16,50,408,188,3,1,600
Senin,16,60,514,173,6,0,693
