Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,8,10,368,171,7,1,547
Jumat,8,20,372,138,10,4,524
Jumat,8,30,463,160,10,1,634
Jumat,8,40,474,165,15,5,659
Jumat,8,50,472,174,9,5,660
Jumat,8,60,576,191,5,2,774
