Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,6,10,333,85,11,1,430
Minggu,6,20,349,83,9,1,442
Minggu,6,30,399,71,5,2,477
Minggu,6,40,384,98,5,3,490
Minggu,6,50,311,75,4,2,392
Minggu,6,60,384,97,9,1,491
