Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,6,10,291,75,3,2,371
Kamis,6,20,456,71,8,1,536
Kamis,6,30,495,87,3,2,587
Kamis,6,40,459,105,8,1,573
Kamis,6,50,531,97,7,1,636
Kamis,6,60,658,107,11,1,777
