Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,17,10,13,184,3,0,200
Minggu,17,20,6,156,4,0,166
Minggu,17,30,7,153,3,0,163
Minggu,17,40,7,153,1,1,162
Minggu,17,50,12,109,1,0,122
Minggu,17,60,16,90,4,0,110
