Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,6,10,289,61,3,4,357
Jumat,6,20,425,74,1,0,500
Jumat,6,30,485,72,3,0,560
Jumat,6,40,666,90,8,2,766
Jumat,6,50,579,99,4,1,683
Jumat,6,60,675,96,8,2,781
