Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,17,10,31,215,1,2,249
Jumat,17,20,43,213,4,2,262
Jumat,17,30,53,190,1,2,246
Jumat,17,40,22,205,4,0,231
Jumat,17,50,10,163,0,0,173
Jumat,17,60,4,131,1,0,136
