Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Senin,15,10,332,196,12,0,540
Senin,15,20,417,209,9,1,636
Senin,15,30,435,208,5,1,649
Senin,15,40,428,172,6,1,607
Senin,15,50,488,203,5,1,697
Senin,15,60,468,226,3,1,698
