Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,8,10,279,65,6,2,352
Jumat,8,20,331,70,5,4,410
Jumat,8,30,328,75,4,4,411
Jumat,8,40,328,83,3,0,414
Jumat,8,50,267,88,3,2,360
Jumat,8,60,305,80,4,0,389
