Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,7,10,344,116,3,1,464
Minggu,7,20,313,100,5,1,419
Minggu,7,30,317,128,10,4,459
Minggu,7,40,251,129,8,1,389
Minggu,7,50,302,160,4,0,466
Minggu,7,60,394,184,5,3,586
