Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,17,10,570,217,4,5,796
Kamis,17,20,527,268,5,3,803
Kamis,17,30,147,218,4,1,370
Kamis,17,40,50,203,0,1,254
Kamis,17,50,43,156,1,0,200
Kamis,17,60,44,136,0,0,180
