Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,18,10,7,32,0,0,39
Kamis,18,20,11,31,0,0,42
Kamis,18,30,18,43,0,0,61
Kamis,18,40,25,50,0,0,75
Kamis,18,50,15,73,0,0,88
Kamis,18,60,21,82,0,0,103
