Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,18,10,0,58,0,0,58
Jumat,18,20,5,100,0,0,105
Jumat,18,30,6,100,0,0,106
Jumat,18,40,22,110,1,0,133
Jumat,18,50,13,117,1,0,131
Jumat,18,60,18,101,2,0,121
