Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Sabtu,19,10,11,70,1,0,82
Sabtu,19,20,15,66,1,0,82
Sabtu,19,30,20,66,0,0,86
Sabtu,19,40,20,67,0,0,87
Sabtu,19,50,22,69,1,0,92
Sabtu,19,60,30,91,2,0,123
