Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Selasa,17,10,144,234,8,2,388
Selasa,17,20,41,209,5,0,255
Selasa,17,30,26,205,4,2,237
Selasa,17,40,21,177,2,0,200
Selasa,17,50,22,174,0,0,196
Selasa,17,60,15,102,0,0,117
