Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,17,10,579,230,6,2,817
Rabu,17,20,631,242,6,1,880
Rabu,17,30,514,284,4,2,804
Rabu,17,40,300,296,3,2,601
Rabu,17,50,55,199,0,1,255
Rabu,17,60,45,133,2,0,180
