Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,6,10,167,31,3,0,201
Jumat,6,20,194,23,1,1,219
Jumat,6,30,189,35,3,1,228
Jumat,6,40,217,49,2,2,270
Jumat,6,50,156,57,4,0,217
Jumat,6,60,211,48,4,1,264
