Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,17,10,324,176,9,2,511
Jumat,17,20,356,189,6,1,552
Jumat,17,30,234,104,3,1,342
Jumat,17,40,121,142,4,0,267
Jumat,17,50,33,87,1,0,121
Jumat,17,60,11,43,0,0,54
