Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,16,10,435,265,6,2,708
Rabu,16,20,387,243,5,1,636
Rabu,16,30,489,213,7,7,716
Rabu,16,40,503,243,2,5,753
Rabu,16,50,456,271,5,2,734
Rabu,16,60,412,231,1,3,647
