Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,8,10,364,103,9,4,480
Rabu,8,20,370,145,8,1,524
Rabu,8,30,399,138,10,1,548
Rabu,8,40,417,133,6,0,556
Rabu,8,50,408,119,6,3,536
Rabu,8,60,424,172,8,7,611
