Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,16,10,515,203,7,0,725
Minggu,16,20,502,210,3,1,716
Minggu,16,30,606,218,8,2,834
Minggu,16,40,506,194,6,0,706
Minggu,16,50,590,242,8,1,841
Minggu,16,60,438,197,2,2,639
