Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,18,10,26,105,1,0,132
Rabu,18,20,33,89,2,0,124
Rabu,18,30,29,87,1,0,117
Rabu,18,40,24,95,1,0,120
Rabu,18,50,12,75,1,0,88
Rabu,18,60,11,86,4,0,101
