Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,19,10,31,131,0,0,162
Minggu,19,20,48,121,2,0,171
Minggu,19,30,25,160,3,0,188
Minggu,19,40,42,133,1,0,176
Minggu,19,50,47,183,2,0,232
Minggu,19,60,34,136,1,0,171
