Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,18,10,15,97,1,0,113
Minggu,18,20,16,78,1,0,95
Minggu,18,30,15,103,1,0,119
Minggu,18,40,29,125,4,0,158
Minggu,18,50,35,100,1,0,136
Minggu,18,60,39,110,0,0,149
