Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,17,10,447,202,9,3,661
Minggu,17,20,424,199,8,1,632
Minggu,17,30,291,219,6,3,519
Minggu,17,40,120,161,0,1,282
Minggu,17,50,33,142,1,0,176
Minggu,17,60,13,73,0,0,86
