Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,6,10,203,54,3,3,263
Minggu,6,20,312,52,2,2,368
Minggu,6,30,354,46,2,1,403
Minggu,6,40,307,71,5,2,385
Minggu,6,50,294,68,6,1,369
Minggu,6,60,305,60,2,4,371
