Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Sabtu,19,10,22,81,0,0,103
Sabtu,19,20,14,97,0,0,111
Sabtu,19,30,14,107,1,0,122
Sabtu,19,40,20,68,0,0,88
Sabtu,19,50,17,106,0,0,123
Sabtu,19,60,21,120,0,0,141
