Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,18,10,51,145,2,0,198
Kamis,18,20,31,114,0,0,145
Kamis,18,30,20,90,2,0,112
Kamis,18,40,17,69,0,0,86
Kamis,18,50,15,99,0,0,114
Kamis,18,60,28,94,0,0,122
