Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,7,10,290,100,6,1,397
Rabu,7,20,216,115,7,1,339
Rabu,7,30,353,95,7,1,456
Rabu,7,40,302,108,9,2,421
Rabu,7,50,359,118,3,1,481
Rabu,7,60,324,124,4,2,454
