Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,8,10,528,142,5,0,675
Kamis,8,20,498,146,6,1,651
Kamis,8,30,521,128,7,6,662
Kamis,8,40,545,161,7,4,717
Kamis,8,50,525,150,10,4,689
Kamis,8,60,548,154,8,3,713
