Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Senin,18,10,16,122,1,0,139
Senin,18,20,13,95,0,0,108
Senin,18,30,24,103,0,1,128
Senin,18,40,22,110,0,0,132
Senin,18,50,26,113,0,0,139
Senin,18,60,33,119,1,0,153
