Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,19,10,21,74,1,0,96
Jumat,19,20,27,72,1,0,100
Jumat,19,30,19,67,0,0,86
Jumat,19,40,18,72,0,0,90
Jumat,19,50,24,94,0,0,118
Jumat,19,60,21,96,0,0,117
