Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,15,10,586,234,9,4,833
Rabu,15,20,590,222,9,3,824
Rabu,15,30,490,233,4,0,727
Rabu,15,40,601,201,5,2,809
Rabu,15,50,583,254,11,3,851
Rabu,15,60,579,219,7,0,805
