Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,7,10,337,80,5,1,423
Minggu,7,20,328,100,6,1,435
Minggu,7,30,394,96,11,0,501
Minggu,7,40,432,104,8,0,544
Minggu,7,50,437,112,10,1,560
Minggu,7,60,459,109,11,0,579
