Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Selasa,16,10,482,207,7,3,699
Selasa,16,20,448,199,2,4,653
Selasa,16,30,564,226,4,1,795
Selasa,16,40,535,259,9,5,808
Selasa,16,50,498,234,3,3,738
Selasa,16,60,509,211,8,0,728
