Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Rabu,16,10,653,221,5,2,881
Rabu,16,20,726,254,15,2,997
Rabu,16,30,704,245,4,1,954
Rabu,16,40,733,234,4,2,973
Rabu,16,50,769,268,4,1,1042
Rabu,16,60,695,246,4,6,951
