Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Senin,19,10,7,109,0,0,116
Senin,19,20,10,123,3,0,136
Senin,19,30,8,93,1,0,102
Senin,19,40,2,89,0,0,91
Senin,19,50,1,86,2,0,89
Senin,19,60,4,104,1,0,109
