Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,19,10,18,64,0,0,82
Kamis,19,20,15,70,0,0,85
Kamis,19,30,17,64,1,0,82
Kamis,19,40,27,63,0,0,90
Kamis,19,50,25,89,1,0,115
Kamis,19,60,28,62,0,0,90
