Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Minggu,19,10,12,80,0,0,92
Minggu,19,20,3,62,0,0,65
Minggu,19,30,7,81,2,0,90
Minggu,19,40,11,80,0,0,91
Minggu,19,50,8,91,0,0,99
Minggu,19,60,11,94,2,0,107
