Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Kamis,6,10,344,76,4,1,425
Kamis,6,20,453,85,4,1,543
Kamis,6,30,514,114,6,1,635
Kamis,6,40,559,128,4,2,693
Kamis,6,50,741,126,5,1,873
Kamis,6,60,759,155,4,1,919
