Hari,Jam,Menit,Motor,Mobil,Bus,Truk,Total_Kendaraan
Jumat,7,10,247,92,4,2,345
Jumat,7,20,284,56,7,0,347
Jumat,7,30,213,53,3,4,273
Jumat,7,40,208,59,8,0,275
Jumat,7,50,264,49,6,3,322
Jumat,7,60,256,64,10,3,333
